Date,Time,Transport_Mode,Route,Start_Location,End_Location,Distance_km,Passenger_Count,Delay_Duration_min,CO2_Emissions_kg,Satisfaction_Score
2025-11-23,12:00,Bus,B-40,East District,West District,10.5,10,11,1.05,4.0
2025-11-23,12:15,Bus,B-73,City Center,North District,9.9,84,22,0.99,4.0
2025-11-23,12:30,Bus,B-40,City Center,West District,6.9,42,11,0.69,3.0
2025-11-23,16:15,Metro,M-Blue,North District,East District,23.2,262,6,0.7,4.0
2025-11-23,16:30,Metro,M-Green,City Center,West District,26.3,289,0,0.79,5.0
2025-11-23,22:30,Tram,T-10,South District,East District,8.4,89,2,0.34,5.0
2025-11-24,07:00,Metro,M-Blue,West District,North District,24.2,342,0,0.73,3.0
2025-11-24,09:45,Tram,T-15,South District,East District,6.0,49,7,0.24,3.0
2025-11-24,14:30,Metro,M-Green,City Center,East District,23.9,241,3,0.72,4.0
2025-11-24,14:30,Tram,T-8,West District,South District,9.2,64,6,0.37,3.0
2025-11-24,16:45,Bus,B-43,North District,West District,6.3,29,8,0.63,4.0
2025-11-24,18:30,Bus,B-10,City Center,West District,5.3,28,7,0.53,5.0
2025-11-24,19:00,Tram,T-4,East District,West District,8.4,91,7,0.34,4.0
2025-11-24,19:30,Bus,B-92,East District,South District,13.1,47,11,1.31,4.0
2025-11-24,21:45,Rail,R-Local,West District,North District,55.6,172,21,2.78,2.0
2025-11-24,22:00,Bus,B-90,City Center,West District,10.9,27,15,1.09,3.0
2025-11-25,05:00,Rail,R-Local,South District,City Center,76.9,395,36,3.85,1.0
2025-11-25,11:30,Bus,B-85,West District,South District,12.5,34,3,1.25,3.0
2025-11-25,13:00,Metro,M-Yellow,West District,North District,12.3,227,12,0.37,4.0
2025-11-25,16:45,Bus,B-95,City Center,North District,5.6,34,0,0.56,5.0
2025-11-25,18:45,Tram,T-13,North District,South District,7.3,88,0,0.29,5.0
2025-11-25,19:30,Bus,B-77,South District,East District,7.5,63,0,0.75,2.0
2025-11-25,21:15,Metro,M-Red,City Center,South District,9.9,102,0,0.3,3.0
2025-11-25,23:00,Tram,T-6,North District,City Center,7.3,79,11,0.29,4.0
2025-11-26,08:00,Bus,B-78,East District,South District,3.6,62,2,0.36,1.0
2025-11-26,11:45,Metro,M-Green,West District,East District,29.7,311,3,0.89,3.0
2025-11-26,11:45,Bus,B-92,City Center,West District,12.3,31,15,1.23,4.0
2025-11-26,12:15,Bus,B-61,City Center,East District,11.8,62,0,1.18,1.0
2025-11-26,15:00,Metro,M-Green,North District,West District,28.2,275,9,0.85,4.0
2025-11-26,17:30,Metro,M-Green,East District,South District,16.5,248,1,0.49,5.0
2025-11-26,21:15,Metro,M-Blue,North District,South District,26.5,216,4,0.79,4.0
2025-11-27,05:30,Tram,T-6,West District,City Center,6.1,122,6,0.24,3.0
2025-11-27,05:30,Shared Cycling,Cycle-Share,South District,West District,2.2,1,0,0.0,4.0
2025-11-27,10:00,Bus,B-65,North District,South District,12.3,40,0,1.23,3.0
2025-11-27,14:00,Bus,B-13,City Center,West District,4.4,38,18,0.44,2.0
2025-11-27,14:15,Metro,M-Green,West District,City Center,16.2,362,5,0.49,3.0
2025-11-27,14:30,Tram,T-7,North District,East District,6.5,97,7,0.26,5.0
2025-11-27,14:45,Metro,M-Yellow,West District,North District,18.8,331,4,0.56,4.0
2025-11-27,17:00,Rail,R-Local,East District,North District,30.0,315,0,1.5,4.0
2025-11-27,19:00,Tram,T-11,East District,North District,8.9,94,2,0.36,5.0
2025-11-27,19:30,Shared Cycling,Cycle-Share,City Center,South District,1.6,1,0,0.0,4.0
2025-11-28,05:45,Metro,M-Red,City Center,North District,10.5,216,9,0.32,3.0
2025-11-28,07:45,Bus,B-85,City Center,South District,9.9,53,2,0.99,4.0
2025-11-28,10:00,Bus,B-96,City Center,East District,10.4,23,3,1.04,3.0
2025-11-28,18:15,Bus,B-57,North District,West District,2.7,46,3,0.27,3.0
2025-11-28,20:00,Metro,M-Red,West District,South District,20.5,385,1,0.61,4.0
2025-11-28,21:45,Bus,B-17,East District,West District,11.7,37,12,1.17,2.0
2025-11-28,23:45,Rail,R-Local,North District,East District,26.5,198,14,1.33,2.0
2025-11-29,06:30,Bus,B-45,West District,North District,13.3,58,7,1.33,3.0
2025-11-29,11:45,Bus,B-69,South District,West District,11.2,66,8,1.12,2.0
2025-11-29,12:15,Bus,B-57,South District,City Center,11.4,40,11,1.14,1.0
2025-11-29,12:30,Bus,B-53,West District,North District,7.7,30,0,0.77,3.0
2025-11-29,15:00,Bus,B-34,North District,West District,9.2,57,1,0.92,2.0
2025-11-29,15:30,Bus,B-24,South District,City Center,9.3,36,20,0.93,4.0
2025-11-29,22:15,Metro,M-Yellow,West District,South District,5.1,224,5,0.15,2.0
2025-11-30,10:45,Metro,M-Blue,South District,East District,21.5,156,3,0.65,3.0
2025-11-30,11:45,Metro,M-Red,North District,South District,19.9,121,0,0.6,4.0
2025-11-30,12:15,Bus,B-99,East District,West District,9.0,50,0,0.9,4.0
2025-11-30,15:00,Tram,T-5,North District,East District,4.4,95,0,0.18,3.0
2025-11-30,15:30,Rail,R-Local,South District,East District,53.1,195,0,2.66,4.0
2025-11-30,15:30,Metro,M-Red,North District,East District,19.0,378,0,0.57,3.0
2025-11-30,20:15,Bus,B-77,East District,South District,2.1,57,0,0.21,3.0
2025-11-30,22:45,Metro,M-Yellow,City Center,North District,6.1,423,0,0.18,4.0
2025-12-01,15:45,Rail,R-Express,West District,East District,60.8,288,0,3.04,4.0
2025-12-01,20:30,Bus,B-31,West District,South District,12.6,23,0,1.26,5.0
2025-12-01,22:00,Bus,B-53,West District,City Center,11.7,42,0,1.17,4.0
2025-12-02,05:15,Bus,B-11,East District,South District,14.9,1,3,1.49,2.0
2025-12-02,08:00,Bus,B-70,East District,City Center,6.4,64,17,0.64,1.0
2025-12-02,09:00,Bus,B-64,East District,West District,13.6,46,5,1.36,2.0
2025-12-02,10:15,Bus,B-92,West District,North District,6.0,37,11,0.6,4.0
2025-12-02,13:45,Tram,T-14,North District,East District,6.6,75,4,0.26,3.0
2025-12-02,14:30,Tram,T-1,South District,West District,3.0,139,11,0.12,4.0
2025-12-02,15:45,Bus,B-57,East District,South District,9.3,41,0,0.93,2.0
2025-12-02,20:45,Tram,T-12,City Center,East District,4.3,100,7,0.17,4.0
2025-12-02,21:30,Bus,B-26,City Center,South District,4.9,41,0,0.49,4.0
2025-12-02,22:15,Bus,B-48,West District,City Center,10.0,46,12,1.0,3.0
2025-12-03,05:00,Shared Cycling,Cycle-Share,South District,East District,4.4,1,0,0.0,4.0
2025-12-03,07:00,Bus,B-12,East District,West District,10.8,41,9,1.08,3.0
2025-12-03,09:15,Metro,M-Red,East District,West District,5.3,339,4,0.16,3.0
2025-12-03,09:30,Bus,B-91,City Center,West District,4.4,39,0,0.44,2.0
2025-12-03,13:00,Metro,M-Blue,South District,City Center,17.9,117,3,0.54,2.0
2025-12-03,20:15,Bus,B-86,South District,East District,9.9,33,8,0.99,3.0
2025-12-03,23:15,Tram,T-13,East District,North District,3.8,99,7,0.15,4.0
2025-12-04,05:00,Metro,M-Red,East District,North District,16.4,87,4,0.49,3.0
2025-12-04,07:15,Metro,M-Green,City Center,South District,27.2,308,0,0.82,4.0
2025-12-04,14:45,Rail,R-Local,City Center,East District,56.4,503,19,2.82,2.0
2025-12-04,17:15,Rail,R-Express,West District,South District,32.7,388,11,1.64,1.0
2025-12-04,19:00,Bus,B-78,South District,West District,8.0,21,5,0.8,3.0
2025-12-04,19:30,Rail,R-Local,West District,North District,54.1,421,8,2.71,2.0
2025-12-04,20:30,Rail,R-Express,West District,South District,22.3,441,4,1.11,2.0
2025-12-04,20:45,Rail,R-Local,North District,South District,48.9,293,0,2.45,2.0
2025-12-04,23:00,Bus,B-29,East District,City Center,10.9,50,20,1.09,2.0
2025-12-05,09:15,Metro,M-Red,North District,West District,15.9,381,7,0.48,4.0
2025-12-05,10:15,Metro,M-Blue,East District,North District,27.4,302,0,0.82,4.0
2025-12-05,10:45,Metro,M-Blue,South District,City Center,10.6,297,8,0.32,3.0
2025-12-05,11:15,Rail,R-Express,South District,East District,59.9,328,0,3.0,2.0
2025-12-05,15:15,Bus,B-72,South District,West District,11.9,15,0,1.19,3.0
2025-12-05,15:45,Tram,T-14,West District,South District,4.7,74,0,0.19,5.0
2025-12-05,16:00,Bus,B-38,East District,South District,13.5,47,0,1.35,4.0
2025-12-05,17:45,Bus,B-66,North District,West District,7.0,24,0,0.7,2.0
2025-12-05,23:00,Bus,B-15,City Center,West District,12.2,35,1,1.22,2.0
2025-12-06,05:00,Rail,R-Local,South District,City Center,53.3,495,6,2.67,2.0
2025-12-06,07:15,Bus,B-56,North District,West District,5.5,40,21,0.55,3.0
2025-12-06,07:15,Metro,M-Yellow,North District,East District,12.5,212,0,0.38,3.0
2025-12-06,07:45,Tram,T-3,City Center,North District,4.4,89,0,0.18,4.0
2025-12-06,11:30,Metro,M-Blue,East District,North District,21.4,216,5,0.64,2.0
2025-12-06,12:45,Metro,M-Yellow,City Center,North District,24.8,373,14,0.74,2.0
2025-12-06,17:00,Metro,M-Blue,East District,City Center,20.7,246,4,0.62,5.0
2025-12-06,20:30,Metro,M-Blue,East District,North District,29.8,363,2,0.89,2.0
2025-12-06,21:00,Tram,T-11,West District,North District,5.5,80,10,0.22,3.0
2025-12-06,21:30,Metro,M-Yellow,North District,City Center,6.2,338,3,0.19,5.0
2025-12-07,05:30,Tram,T-2,East District,West District,8.3,45,8,0.33,4.0
2025-12-07,07:30,Rail,R-Express,City Center,North District,42.6,322,30,2.13,3.0
2025-12-07,14:00,Metro,M-Blue,North District,East District,5.1,367,0,0.15,3.0
2025-12-07,15:15,Metro,M-Red,North District,West District,24.3,223,0,0.73,4.0
2025-12-07,15:30,Bus,B-30,City Center,North District,3.2,35,1,0.32,3.0
2025-12-08,11:30,Metro,M-Red,West District,East District,8.0,350,0,0.24,4.0
2025-12-08,12:15,Shared Cycling,Cycle-Share,City Center,North District,2.0,1,0,0.0,4.0
2025-12-08,12:30,Shared Cycling,Cycle-Share,West District,City Center,2.6,1,0,0.0,4.0
2025-12-08,12:45,Metro,M-Blue,North District,City Center,9.9,212,6,0.3,4.0
2025-12-08,17:45,Tram,T-8,North District,West District,6.5,76,1,0.26,2.0
2025-12-08,18:30,Bus,B-85,North District,South District,3.8,39,0,0.38,
2025-12-08,21:30,Metro,M-Yellow,West District,South District,22.7,297,3,0.68,3.0
2025-12-09,05:30,Rail,R-Express,City Center,East District,74.8,482,17,3.74,2.0
2025-12-09,06:45,Metro,M-Green,East District,City Center,28.3,319,4,0.85,5.0
2025-12-09,15:00,Rail,R-Local,North District,East District,58.1,149,14,2.91,4.0
2025-12-09,15:15,Bus,B-93,West District,City Center,5.7,34,9,0.57,3.0
2025-12-09,17:00,Metro,M-Yellow,City Center,East District,8.1,255,5,0.24,3.0
2025-12-09,17:45,Bus,B-51,West District,East District,9.6,76,20,0.96,
2025-12-09,19:45,Metro,M-Red,East District,City Center,15.4,484,11,0.46,4.0
2025-12-09,23:45,Metro,M-Green,East District,West District,20.6,479,0,0.62,5.0
2025-12-10,05:45,Metro,M-Blue,West District,South District,25.9,422,0,0.78,4.0
2025-12-10,05:45,Tram,T-11,East District,South District,8.2,99,2,0.33,2.0
2025-12-10,07:00,Metro,M-Red,North District,East District,10.2,428,2,0.31,2.0
2025-12-10,08:15,Metro,M-Red,City Center,South District,25.7,145,7,0.77,3.0
2025-12-10,10:00,Tram,T-2,South District,City Center,3.0,77,2,0.12,3.0
2025-12-10,10:00,Tram,T-1,City Center,North District,7.1,70,0,0.28,
2025-12-10,14:15,Rail,R-Express,East District,South District,40.5,524,24,2.02,1.0
2025-12-10,14:30,Tram,T-15,East District,South District,3.9,84,2,0.16,4.0
2025-12-10,19:15,Metro,M-Yellow,City Center,East District,19.7,294,8,0.59,4.0
2025-12-10,19:30,Bus,B-68,West District,City Center,10.2,48,0,1.02,3.0
2025-12-11,10:30,Bus,B-48,City Center,East District,5.8,26,10,0.58,3.0
2025-12-11,17:45,Metro,M-Yellow,North District,West District,24.3,201,1,0.73,3.0
2025-12-11,18:15,Metro,M-Yellow,South District,East District,10.8,484,4,0.32,4.0
2025-12-11,19:15,Rail,R-Express,East District,North District,64.9,373,0,3.25,5.0
2025-12-11,22:00,Metro,M-Yellow,North District,West District,26.1,300,7,0.78,5.0
2025-12-11,23:30,Bus,B-46,West District,South District,2.6,37,10,0.26,5.0
2025-12-11,23:30,Metro,M-Blue,South District,East District,6.8,353,3,0.2,3.0
2025-12-12,06:00,Metro,M-Blue,South District,North District,9.9,237,0,0.3,3.0
2025-12-12,08:15,Bus,B-73,West District,East District,6.1,26,14,0.61,4.0
2025-12-12,10:45,Bus,B-52,North District,West District,12.1,36,0,1.21,2.0
2025-12-12,13:45,Bus,B-32,North District,West District,13.2,25,0,1.32,3.0
2025-12-12,17:15,Tram,T-10,South District,East District,8.2,91,9,0.33,3.0
2025-12-12,19:00,Bus,B-36,East District,South District,9.3,44,2,0.93,2.0
2025-12-12,19:15,Metro,M-Blue,West District,North District,10.8,291,0,0.32,2.0
2025-12-12,20:00,Shared Cycling,Cycle-Share,City Center,West District,4.6,1,0,0.0,4.0
2025-12-13,06:15,Bus,B-23,City Center,West District,3.1,32,8,0.31,5.0
2025-12-13,11:30,Bus,B-74,South District,West District,10.7,34,0,1.07,3.0
2025-12-13,15:15,Metro,M-Blue,City Center,West District,28.4,395,4,0.85,4.0
2025-12-13,18:45,Metro,M-Blue,City Center,South District,7.2,387,0,0.22,5.0
2025-12-13,22:30,Bus,B-68,South District,West District,3.1,52,6,0.31,3.0
2025-12-13,22:45,Metro,M-Green,East District,North District,29.1,22,1,0.87,5.0
2025-12-14,06:15,Metro,M-Blue,West District,South District,28.6,498,2,0.86,
2025-12-14,09:15,Metro,M-Blue,North District,West District,19.8,78,0,0.59,3.0
2025-12-14,09:30,Metro,M-Yellow,North District,West District,9.2,386,2,0.28,2.0
2025-12-14,19:00,Metro,M-Blue,South District,West District,26.3,87,0,0.79,3.0
2025-12-14,19:00,Metro,M-Red,East District,West District,7.6,95,0,0.23,4.0
2025-12-14,19:15,Metro,M-Blue,North District,City Center,10.6,4,0,0.32,3.0
2025-12-14,19:30,Metro,M-Green,North District,South District,28.4,237,1,0.85,4.0
2025-12-14,20:00,Tram,T-12,East District,West District,4.6,78,3,0.18,3.0
2025-12-14,21:30,Bus,B-92,West District,North District,5.0,41,1,0.5,4.0
2025-12-14,23:00,Bus,B-40,West District,City Center,12.3,62,12,1.23,3.0
2025-12-14,23:45,Bus,B-29,North District,South District,12.1,48,0,1.21,4.0
2025-12-15,08:00,Tram,T-15,North District,West District,5.5,79,14,0.22,
2025-12-15,09:15,Tram,T-7,South District,West District,2.2,54,0,0.09,3.0
2025-12-15,10:45,Bus,B-80,West District,East District,10.3,44,4,1.03,4.0
2025-12-15,13:00,Bus,B-96,East District,West District,4.1,31,0,0.41,
2025-12-15,15:00,Metro,M-Blue,North District,West District,12.1,244,0,0.36,4.0
2025-12-15,22:45,Rail,R-Express,East District,South District,70.9,431,9,3.55,2.0
2025-12-15,23:15,Metro,M-Green,West District,North District,14.6,488,1,0.44,4.0
2025-12-16,05:00,Tram,T-10,South District,North District,4.5,64,7,0.18,3.0
2025-12-16,05:15,Bus,B-93,North District,West District,6.4,17,0,0.64,3.0
2025-12-16,06:15,Tram,T-12,City Center,South District,7.9,63,0,0.32,4.0
2025-12-16,12:00,Bus,B-37,City Center,South District,13.2,30,9,1.32,5.0
2025-12-16,17:15,Bus,B-46,West District,East District,8.6,65,18,0.86,2.0
2025-12-16,18:15,Bus,B-59,West District,East District,8.4,69,0,0.84,3.0
2025-12-17,07:15,Bus,B-41,City Center,South District,12.2,46,0,1.22,4.0
2025-12-17,08:45,Metro,M-Blue,South District,East District,17.5,357,3,0.53,4.0
2025-12-17,12:30,Metro,M-Yellow,East District,City Center,18.1,60,6,0.54,3.0
2025-12-17,14:30,Shared Cycling,Cycle-Share,City Center,East District,0.8,1,0,0.0,
2025-12-17,14:45,Bus,B-52,North District,City Center,3.2,33,15,0.32,3.0
2025-12-17,17:30,Bus,B-80,East District,North District,3.0,26,0,0.3,3.0
2025-12-18,07:15,Metro,M-Red,North District,City Center,28.8,313,1,0.86,3.0
2025-12-18,08:00,Metro,M-Blue,West District,South District,24.3,293,2,0.73,3.0
2025-12-18,09:15,Bus,B-39,West District,North District,4.8,29,3,0.48,2.0
2025-12-18,09:15,Shared Cycling,Cycle-Share,West District,North District,4.8,1,0,0.0,3.0
2025-12-18,17:15,Tram,T-5,City Center,East District,7.6,83,0,0.3,3.0
2025-12-18,19:15,Metro,M-Green,South District,West District,28.1,353,0,0.84,3.0
2025-12-18,20:15,Bus,B-49,South District,West District,3.0,21,0,0.3,3.0
2025-12-18,20:30,Bus,B-34,East District,West District,2.5,36,0,0.25,4.0
2025-12-19,12:15,Bus,B-46,City Center,West District,8.4,38,0,0.84,2.0
2025-12-19,12:30,Bus,B-23,City Center,East District,14.9,20,7,1.49,1.0
2025-12-19,17:30,Tram,T-2,South District,North District,6.8,80,6,0.27,3.0
2025-12-19,19:00,Metro,M-Green,City Center,North District,16.7,204,0,0.5,4.0
2025-12-19,20:00,Metro,M-Red,East District,West District,29.0,258,5,0.87,2.0
2025-12-19,22:45,Bus,B-59,East District,West District,11.1,55,1,1.11,4.0
2025-12-20,05:45,Bus,B-40,City Center,South District,8.6,51,18,0.86,4.0
2025-12-20,06:00,Bus,B-20,City Center,West District,3.3,53,0,0.33,3.0
2025-12-20,08:00,Bus,B-71,East District,West District,4.9,30,7,0.49,3.0
2025-12-20,12:00,Tram,T-10,South District,West District,2.3,55,0,0.09,3.0
2025-12-20,14:45,Bus,B-76,North District,City Center,8.9,28,13,0.89,3.0
2025-12-20,15:00,Bus,B-99,City Center,South District,7.6,26,5,0.76,2.0
2025-12-20,17:15,Bus,B-92,South District,West District,4.0,48,5,0.4,4.0
2025-12-20,18:45,Tram,T-10,East District,West District,2.9,58,3,0.12,3.0
2025-12-20,21:30,Bus,B-82,City Center,North District,8.8,40,0,0.88,3.0
2025-12-21,05:15,Bus,B-44,City Center,East District,2.3,34,2,0.23,3.0
2025-12-21,10:00,Metro,M-Blue,City Center,South District,7.6,418,11,0.23,4.0
2025-12-21,17:15,Bus,B-10,City Center,West District,5.5,30,0,0.55,2.0
2025-12-21,18:30,Rail,R-Local,West District,South District,52.8,415,10,2.64,1.0
2025-12-22,05:30,Bus,B-43,West District,South District,13.1,42,0,1.31,3.0
2025-12-22,10:30,Metro,M-Red,South District,West District,27.8,480,10,0.83,4.0
2025-12-22,11:45,Tram,T-3,West District,South District,9.3,80,2,0.37,3.0
2025-12-22,23:30,Bus,B-28,City Center,South District,4.1,30,12,0.41,2.0
2025-12-22,23:45,Metro,M-Blue,North District,East District,18.4,465,2,0.55,4.0
2025-12-23,10:45,Shared Cycling,Cycle-Share,North District,City Center,1.6,1,0,0.0,4.0
2025-12-23,11:15,Bus,B-59,North District,East District,8.3,59,0,0.83,4.0
2025-12-23,11:15,Bus,B-63,East District,North District,8.4,5,13,0.84,2.0
2025-12-23,17:30,Bus,B-60,North District,South District,3.8,18,14,0.38,3.0
2025-12-23,17:45,Bus,B-48,West District,East District,6.6,48,13,0.66,4.0
2025-12-23,18:30,Bus,B-43,West District,South District,3.3,43,8,0.33,5.0
2025-12-23,19:45,Tram,T-11,East District,West District,3.4,81,6,0.14,5.0
2025-12-23,22:00,Metro,M-Blue,West District,City Center,7.5,399,0,0.22,3.0
2025-12-23,22:45,Bus,B-90,West District,South District,9.6,32,0,0.96,3.0
2025-12-24,12:00,Rail,R-Local,South District,City Center,47.1,531,11,2.35,3.0
2025-12-24,16:45,Metro,M-Green,South District,West District,22.6,248,2,0.68,3.0
2025-12-24,18:15,Bus,B-20,West District,East District,6.6,37,0,0.66,3.0
2025-12-24,21:30,Tram,T-7,West District,City Center,5.2,90,0,0.21,3.0
2025-12-24,23:15,Metro,M-Green,East District,City Center,8.5,330,1,0.26,2.0
2025-12-25,06:45,Rail,R-Local,City Center,South District,44.0,488,29,2.2,3.0
2025-12-25,09:00,Bus,B-86,East District,North District,13.5,58,8,1.35,2.0
2025-12-25,10:15,Bus,B-50,East District,West District,13.5,45,0,1.35,
2025-12-25,13:15,Bus,B-15,West District,East District,14.6,36,5,1.46,2.0
2025-12-25,15:15,Bus,B-47,East District,South District,4.1,45,8,0.41,1.0
2025-12-25,18:00,Metro,M-Blue,West District,City Center,27.5,206,0,0.82,4.0
2025-12-26,05:30,Bus,B-35,South District,East District,2.8,56,9,0.28,3.0
2025-12-26,07:30,Metro,M-Yellow,West District,City Center,28.2,380,0,0.85,4.0
2025-12-26,08:15,Tram,T-6,East District,South District,7.3,31,2,0.29,2.0
2025-12-26,11:30,Metro,M-Red,East District,City Center,9.0,164,0,0.27,3.0
2025-12-26,11:30,Bus,B-89,South District,City Center,11.0,45,4,1.1,2.0
2025-12-26,13:00,Tram,T-14,West District,North District,5.0,40,5,0.2,3.0
2025-12-26,18:15,Bus,B-75,City Center,West District,2.8,32,0,0.28,4.0
2025-12-26,22:15,Metro,M-Green,City Center,West District,28.7,233,4,0.86,4.0
2025-12-26,23:45,Bus,B-15,South District,City Center,2.5,69,9,0.25,4.0
2025-12-27,07:15,Rail,R-Express,North District,West District,26.8,686,0,1.34,2.0
2025-12-27,07:45,Bus,B-26,East District,North District,8.5,63,0,0.85,2.0
2025-12-27,16:00,Rail,R-Express,South District,West District,35.8,378,10,1.79,4.0
2025-12-27,21:45,Metro,M-Blue,South District,West District,29.7,200,0,0.89,3.0
2025-12-27,22:00,Tram,T-7,North District,West District,5.6,110,3,0.22,2.0
2025-12-28,05:45,Bus,B-18,City Center,South District,8.2,26,8,0.82,2.0
2025-12-28,10:30,Shared Cycling,Cycle-Share,East District,West District,0.9,1,0,0.0,3.0
2025-12-28,11:15,Metro,M-Blue,South District,West District,27.8,436,0,0.83,3.0
